part,company,country,city,price,date
54868-5165,Thoughtmix,Portugal,Amadora	,1048.34€,2016-10-02 13:45:16
67544-356,Roodel,Portugal,Aranhas,718.54€,2016-10-02 15:51:37
70253-307,Shufflebeat,Portugal,Porto,813.83€,2016-10-02 16:41:36
55154-5057,Zooxo,United Kingdom,London,£576.28,2016-10-02 18:04:21
0268-1604,Teklist,Netherlands,Arnhem,127.3€,2016-10-02 19:10:10
16714-295,Wordify,United States,New York,$865.29,2016-10-02 21:05:12
67046-030,Zooxo,United Kingdom,London,£91.34,2016-10-02 21:33:28
54868-0823,Avaveo,France,Nice,163.5€,2016-10-02 21:43:10
49349-314,Chatterbridge,Spain,Barcelona,511.67€,2016-10-02 23:51:59
24385-268,Thoughtmix,Portugal,Amadora	,210.48€,2016-10-03 00:01:58
62670-4404,Thoughtmix,Portugal,Amadora	,390.75€,2016-10-03 00:14:40
49738-105,Buzzbean,Germany,Düsseldorf,525.17€,2016-10-03 01:37:15
52343-025,Thoughtmix,Portugal,Amadora	,895.47€,2016-10-03 02:37:53
67046-030,Roodel,Portugal,Aranhas,160.57€,2016-10-03 03:37:52
24286-1562,Wordify,United States,New York,$319.61,2016-10-03 05:54:07
0268-1401,Kanoodle,Japan,Niihama,¥150640.33,2016-10-03 08:29:19
49349-842,Twitterbeat,France,Annecy,381.18€,2016-10-03 10:13:36
0615-7679,Brainsphere,Portugal,Braga,376.27€,2016-10-03 12:28:05
51060-032,Twitterbeat,France,Annecy,941.18€,2016-10-03 13:13:59
49999-737,Twitterbeat,France,Annecy,851.74€,2016-10-03 16:17:22
49738-105,Twitterbeat,France,Annecy,511.14€,2016-10-03 16:21:16
61398-0828,Ntags,Portugal,Lisbon,260.56€,2016-10-03 16:39:43
0268-1128,Thoughtmix,Portugal,Amadora	,640.32€,2016-10-03 19:50:06
68084-172,Thoughtmix,Portugal,Amadora	,638.9€,2016-10-03 19:54:47
41163-428,Thoughtmix,Portugal,Amadora	,131.4€,2016-10-03 20:18:57
52125-136,Ntags,Portugal,Lisbon,624.52€,2016-10-03 21:38:10
54868-0823,Flipstorm,Greece,Athens,132.12€,2016-10-03 21:47:32
51346-145,Brainsphere,Portugal,Braga,985.15€,2016-10-03 22:54:10
16477-306,Ntags,Portugal,Lisbon,896.85€,2016-10-03 23:10:40
62011-0219,Twitterbeat,France,Annecy,733.44€,2016-10-03 23:15:49
54123-957,Twitterbeat,France,Annecy,97.34€,2016-10-03 23:45:11
49999-737,Kanoodle,Japan,Niihama,¥107721.7,2016-10-04 00:56:00
36987-1697,Chatterbridge,Spain,Barcelona,1012.0€,2016-10-04 01:46:02
55566-2100,Flipstorm,Greece,Athens,359.0€,2016-10-04 04:01:26
0185-0373,Yozio,Greece,Patras,992.23€,2016-10-04 04:20:00
76314-002,Thoughtmix,Portugal,Amadora	,411.5€,2016-10-04 06:16:46
0268-6107,Thoughtmix,Portugal,Amadora	,451.93€,2016-10-04 07:25:55
58596-001,Twitterbeat,France,Annecy,422.36€,2016-10-04 07:53:00
0699-7041,Shufflebeat,Portugal,Porto,1103.59€,2016-10-04 08:40:11
65044-3014,Eimbee,France,Amiens,704.77€,2016-10-04 09:02:50
62670-4404,Brainsphere,Portugal,Braga,394.83€,2016-10-04 09:56:35
63629-2733,Twitterbeat,France,Annecy,237.64€,2016-10-04 10:06:45
0228-2167,Ntags,Portugal,Lisbon,972.21€,2016-10-04 11:43:44
49999-737,Shufflebeat,Portugal,Porto,899.42€,2016-10-04 12:39:50
55154-5057,Ntags,Portugal,Lisbon,501.69€,2016-10-04 13:19:51
51523-002,Thoughtmix,Portugal,Amadora	,1300.71€,2016-10-04 14:45:36
16714-295,Twitterbeat,France,Annecy,605.35€,2016-10-04 15:48:12
76117-001,Flipstorm,France,Nanterre,888.45€,2016-10-04 16:52:37
49349-842,Twitterbeat,France,Annecy,509.58€,2016-10-04 18:59:02
62011-0219,Twitterbeat,France,Annecy,788.01€,2016-10-04 19:15:28
76314-002,Wordify,United States,New York,$477.7,2016-10-04 20:27:20
49967-724,Zooxo,United Kingdom,London,£464.55,2016-10-04 21:04:07
35356-325,Rhycero,France,Arcueil,-91.78€,2016-10-04 22:32:11
49967-724,Teklist,Netherlands,Arnhem,505.12€,2016-10-05 00:05:25
49349-842,Kanoodle,Japan,Niihama,¥31806.36,2016-10-05 01:23:26
49967-724,Zooxo,United Kingdom,London,£450.9,2016-10-05 03:42:36
51060-032,Brainsphere,Portugal,Braga,654.23€,2016-10-05 04:58:25
51346-145,Buzzbean,Germany,Düsseldorf,1043.43€,2016-10-05 06:56:16
62011-0219,Thoughtmix,Portugal,Amadora	,802.2€,2016-10-05 07:02:55
41163-428,Flipstorm,France,Nanterre,125.43€,2016-10-05 08:08:12
0603-6134,Roodel,Portugal,Aranhas,756.76€,2016-10-05 08:36:11
0268-1128,Thoughtmix,Portugal,Amadora	,804.02€,2016-10-05 08:53:05
37205-992,Roodel,Portugal,Aranhas,860.53€,2016-10-05 09:27:52
52959-433,Zooxo,United Kingdom,London,£297.06,2016-10-05 09:47:04
55289-164,Twitterbeat,France,Annecy,524.41€,2016-10-05 10:43:35
24385-268,Thoughtmix,Portugal,Amadora	,169.1€,2016-10-05 11:32:20
55154-5057,Ntags,Portugal,Lisbon,978.7€,2016-10-05 14:44:32
51060-032,Shufflebeat,Portugal,Porto,791.04€,2016-10-05 15:02:41
13537-259,Ntags,Portugal,Lisbon,670.52€,2016-10-05 16:45:11
16729-167,Wordify,United States,New York,$97.9,2016-10-05 16:47:22
51079-947,Buzzbean,Germany,Düsseldorf,598.83€,2016-10-05 17:22:38
55289-164,Ntags,Portugal,Lisbon,408.3€,2016-10-05 18:40:17
58668-4281,Brainsphere,Portugal,Braga,220.42€,2016-10-05 22:20:58
0699-7041,Thoughtmix,Portugal,Amadora	,991.61€,2016-10-06 01:56:11
68233-011,Yozio,Greece,Patras,811.64€,2016-10-06 02:09:47
0268-1604,Thoughtmix,Portugal,Amadora	,118.91€,2016-10-06 02:53:38
0268-6107,Roodel,Portugal,Aranhas,466.35€,2016-10-06 04:25:03
55566-2100,Ntags,Portugal,Lisbon,578.6€,2016-10-06 06:03:23
0185-0373,Twitterbeat,France,Annecy,1011.6€,2016-10-06 08:13:20
10578-049,Zooxo,United Kingdom,London,£949.17,2016-10-06 08:18:29
0228-2167,Shufflebeat,Portugal,Porto,1142.56€,2016-10-06 09:05:03
70253-307,Brainsphere,Portugal,Braga,875.65€,2016-10-06 10:28:41
60505-2867,Realpoint,Portugal,Lisbon,149.01€,2016-10-06 10:51:12
0228-2167,Brainsphere,Portugal,Braga,775.68€,2016-10-06 12:00:53
68084-172,Zooxo,United Kingdom,London,£905.99,2016-10-06 12:31:35
61398-0828,Twitterbeat,France,Annecy,422.57€,2016-10-06 13:43:32
51060-032,Yozio,Greece,Patras,1145.84€,2016-10-06 19:12:59
24385-268,Thoughtmix,Portugal,Amadora	,268.06€,2016-10-06 19:24:30
68084-595,Twitterbeat,France,Annecy,244.19€,2016-10-06 20:02:46
36800-952,Eimbee,France,Amiens,264.71€,2016-10-06 21:47:13
24385-268,Twitterbeat,France,Annecy,113.72€,2016-10-06 23:33:24
16477-306,Twitterbeat,France,Annecy,958.08€,2016-10-07 01:47:01
48951-4042,Voomm,France,Paris,161.84€,2016-10-07 06:30:56
55566-2100,Shufflebeat,Portugal,Porto,523.44€,2016-10-07 06:35:36
49348-574,Lajo,Greece,Thessaloniki,278.69€,2016-10-07 08:20:11
49349-471,Buzzbean,Germany,Düsseldorf,890.28€,2016-10-07 09:11:52
10578-049,Ntags,Portugal,Lisbon,1685.65€,2016-10-07 11:41:27
37205-951,Brainsphere,Portugal,Braga,294.31€,2016-10-07 11:53:11
54092-515,Wordify,United States,New York,$838.04,2016-10-07 12:32:16
16729-167,Buzzbean,Germany,Düsseldorf,605.56€,2016-10-07 12:48:08
10578-049,Buzzbean,Germany,Düsseldorf,851.58€,2016-10-07 13:09:51
35356-325,Chatterbridge,Spain,Barcelona,391.83€,2016-10-07 17:33:24
68084-172,Chatterbridge,Spain,Barcelona,501.65€,2016-10-07 17:34:20
21695-931,Twitterbeat,France,Annecy,833.46€,2016-10-07 19:04:41
68084-595,Zooxo,United Kingdom,London,£213.31,2016-10-07 19:48:49
98132-889,Zooxo,United Kingdom,London,£219.99,2016-10-07 20:53:05
21695-931,Zooxo,United Kingdom,London,£408.31,2016-10-07 20:58:04
55700-014,Twitterbeat,France,Annecy,591.14€,2016-10-07 20:58:40
52380-1102,Riffpath,Greece,Heraklion,17.05€,2016-10-07 22:47:27
17156-617,Yozio,Greece,Patras,823.45€,2016-10-08 00:29:03
0268-1604,Shufflebeat,Portugal,Porto,120.63€,2016-10-08 01:47:53
49349-106,Zooxo,United Kingdom,London,£860.58,2016-10-08 03:36:45
49967-724,Twitterbeat,France,Annecy,564.08€,2016-10-08 04:02:27
49967-724,Flipstorm,Greece,Athens,603.58€,2016-10-08 04:50:00
58596-001,Thoughtmix,Portugal,Amadora	,467.02€,2016-10-08 04:59:59
76335-006,Wordify,United States,New York,$422.89,2016-10-08 06:05:47
62756-707,Zooxo,United Kingdom,London,£184.47,2016-10-08 06:10:13
52125-136,Chatterbridge,Spain,Barcelona,509.99€,2016-10-08 07:15:35
76454-100,Shufflebeat,Portugal,Porto,133.74€,2016-10-08 07:24:55
68084-172,Twitterbeat,France,Annecy,439.85€,2016-10-08 09:29:48
62011-0219,Twitterbeat,France,Annecy,823.0€,2016-10-08 18:18:53
21695-931,Twitterbeat,France,Annecy,574.35€,2016-10-08 19:36:17
51060-032,Thoughtmix,Portugal,Amadora	,1168.37€,2016-10-08 20:03:28
37205-951,Yozio,Greece,Patras,309.11€,2016-10-08 20:11:58
58668-4281,Yozio,Greece,Patras,717.25€,2016-10-08 22:14:41
54123-957,Yozio,Greece,Patras,233.23€,2016-10-08 23:24:49
59779-601,Ntags,Portugal,Lisbon,219.31€,2016-10-09 00:31:23
54868-0823,Buzzbean,Germany,Düsseldorf,133.22€,2016-10-09 02:08:03
54868-0823,Gevee,France,Champagnole,150.71€,2016-10-09 03:53:25
49035-530,Thoughtmix,Portugal,Amadora	,1261.93€,2016-10-09 05:18:28
49967-724,Gabcube,Portugal,Almada,554.5€,2016-10-09 05:31:07
49520-501,Shufflebeat,Portugal,Porto,725.47€,2016-10-09 05:50:10
10237-832,Shufflebeat,Portugal,Porto,516.11€,2016-10-09 07:45:45
58668-4281,Thoughtmix,Portugal,Amadora	,874.94€,2016-10-09 08:32:28
44946-1046,Ntags,Portugal,Lisbon,405.79€,2016-10-09 12:32:33
49999-737,Zoonder,United States,Boston,$990.9,2016-10-09 12:36:07
55566-2100,Thoughtmix,Portugal,Amadora	,606.22€,2016-10-09 15:36:59
0228-2167,Brainsphere,Portugal,Braga,630.64€,2016-10-09 18:09:57
0228-2167,Zooxo,United Kingdom,London,£1092.2,2016-10-09 18:29:58
0699-7041,Twitterbeat,France,Annecy,470.77€,2016-10-09 18:31:56
58118-5060,Brainsphere,Portugal,Braga,390.89€,2016-10-10 00:00:26
0268-1128,Zoonder,United States,Boston,$1277.41,2016-10-10 00:19:34
59779-028,Gabcube,Portugal,Almada,854.44€,2016-10-10 00:37:39
0228-2167,Roodel,Portugal,Aranhas,1230.59€,2016-10-10 01:21:25
21695-267,Zooxo,United Kingdom,London,£419.9,2016-10-10 01:23:37
51523-002,Thoughtmix,Portugal,Amadora	,611.76€,2016-10-10 04:20:05
58118-5060,Brainsphere,Portugal,Braga,295.0€,2016-10-10 05:18:40
58596-001,Zooxo,United Kingdom,London,£436.71,2016-10-10 09:02:43
62670-4404,Twitterbeat,France,Annecy,336.86€,2016-10-10 12:34:24
43419-018,Rhycero,France,Arcueil,236.2€,2016-10-10 16:51:23
49520-501,Gabcube,Portugal,Almada,871.53€,2016-10-10 17:03:24
70253-307,Zooxo,United Kingdom,London,£824.96,2016-10-10 18:14:42
62670-4404,Ntags,Portugal,Lisbon,288.2€,2016-10-10 19:28:20
21695-931,Roodel,Portugal,Aranhas,652.97€,2016-10-10 19:38:37
21695-931,Thoughtmix,Portugal,Amadora	,196.85€,2016-10-10 20:24:36
52959-433,Brainsphere,Portugal,Braga,340.36€,2016-10-10 20:36:39
37205-992,Yozio,Greece,Patras,913.33€,2016-10-10 21:07:55
68084-172,Chatterbridge,Spain,Barcelona,521.02€,2016-10-10 21:37:37
76454-100,Ntags,Portugal,Lisbon,94.82€,2016-10-10 23:59:11
52125-444,Yozio,Greece,Patras,285.65€,2016-10-11 00:07:52
68180-121,Kanoodle,Japan,Niihama,¥90582.12,2016-10-11 01:44:37
68752-024,Flipstorm,Greece,Athens,795.22€,2016-10-11 04:54:22
0699-7041,Thoughtmix,Portugal,Amadora	,845.47€,2016-10-11 07:29:14
60505-2867,Gabcube,Portugal,Almada,131.99€,2016-10-11 08:58:02
98132-889,Buzzbean,Germany,Düsseldorf,227.82€,2016-10-11 12:23:09
51531-9500,Wordify,United States,New York,$1110.62,2016-10-11 12:58:55
76454-100,Shufflebeat,Portugal,Porto,117.07€,2016-10-11 16:02:31
54868-6311,Brainsphere,Portugal,Braga,651.44€,2016-10-11 16:21:08
68462-565,Gabcube,Portugal,Almada,1136.64€,2016-10-11 20:14:00
52380-1102,Lajo,Greece,Thessaloniki,634.39€,2016-10-11 20:55:04
21695-931,Chatterbridge,Spain,Barcelona,533.95€,2016-10-11 22:20:21
63629-2733,Chatterbridge,Spain,Barcelona,205.38€,2016-10-11 23:05:52
17156-617,Shufflebeat,Portugal,Porto,1311.36€,2016-10-11 23:15:56
35356-325,Twitterbeat,France,Annecy,698.56€,2016-10-12 00:04:55
37205-992,Buzzbean,Germany,Düsseldorf,353.31€,2016-10-12 00:26:24
52125-136,Ntags,Portugal,Lisbon,601.69€,2016-10-12 00:51:26
10237-832,Shufflebeat,Portugal,Porto,506.21€,2016-10-12 02:38:03
68752-024,Twitterbeat,France,Annecy,905.73€,2016-10-12 04:12:32
60505-2867,Twitterbeat,France,Annecy,165.25€,2016-10-12 05:21:54
70253-307,Zooxo,United Kingdom,London,£835.88,2016-10-12 05:45:59
51531-9500,Ntags,Portugal,Lisbon,976.62€,2016-10-12 06:52:57
49348-574,Eimbee,France,Amiens,350.71€,2016-10-12 07:30:40
61398-0828,Shufflebeat,Portugal,Porto,290.31€,2016-10-12 07:36:51
16477-306,Flipstorm,France,Nanterre,1023.82€,2016-10-12 09:07:26
16477-306,Ntags,Portugal,Lisbon,1005.18€,2016-10-12 11:22:15
68233-011,Buzzbean,Germany,Düsseldorf,531.98€,2016-10-12 12:44:15
10578-049,Twitterbeat,France,Annecy,1198.73€,2016-10-12 13:47:14
49967-724,Thoughtmix,Portugal,Amadora	,562.77€,2016-10-12 14:27:07
13537-259,Roodel,Portugal,Aranhas,651.87€,2016-10-12 16:54:15
44946-1046,Riffpath,Greece,Heraklion,410.62€,2016-10-12 23:44:24
16729-167,Roodel,Portugal,Aranhas,646.23€,2016-10-13 00:15:47
13537-468,Wordify,United States,New York,$689.94,2016-10-13 01:09:32
68233-011,Zooxo,United Kingdom,London,£282.25,2016-10-13 03:21:05
50563-113,Wordify,United States,New York,$520.14,2016-10-13 05:09:46
51346-126,Buzzbean,Germany,Düsseldorf,137.18€,2016-10-13 06:57:14
70253-307,Twitterbeat,France,Annecy,885.94€,2016-10-13 07:39:06
16729-167,Buzzbean,Germany,Düsseldorf,416.79€,2016-10-13 09:07:21
68084-595,Lajo,Greece,Thessaloniki,190.84€,2016-10-13 09:36:15
62742-4030,Buzzbean,Germany,Düsseldorf,558.52€,2016-10-13 09:50:29
55856-0003,Chatterbridge,Spain,Barcelona,478.24€,2016-10-13 10:15:27
68084-172,Twitterbeat,France,Annecy,563.57€,2016-10-13 10:35:13
76454-100,Voomm,France,Paris,149.84€,2016-10-13 11:33:10
0185-0373,Twitterbeat,France,Annecy,1023.59€,2016-10-13 11:44:54
68462-565,Teklist,Netherlands,Arnhem,932.61€,2016-10-13 14:17:43
49738-105,Thoughtmix,Portugal,Amadora	,509.79€,2016-10-13 15:24:46
54473-578,Chatterbridge,Spain,Barcelona,165.97€,2016-10-13 16:27:39
48951-4042,Kanoodle,Japan,Niihama,¥33088.82,2016-10-13 17:11:09
0699-7041,Zooxo,United Kingdom,London,£829.56,2016-10-13 18:46:21
0268-6107,Thoughtmix,Portugal,Amadora	,483.51€,2016-10-13 19:37:01
63629-2733,Zooxo,United Kingdom,London,£164.03,2016-10-13 20:02:35
49349-106,Realpoint,Portugal,Lisbon,623.69€,2016-10-13 21:27:04
68084-595,Chatterbridge,Spain,Barcelona,217.17€,2016-10-13 22:06:05
65044-3014,Thoughtmix,Portugal,Amadora	,764.98€,2016-10-14 02:15:23
68752-024,Thoughtmix,Portugal,Amadora	,813.41€,2016-10-14 05:17:11
68233-011,Twitterbeat,France,Annecy,765.69€,2016-10-14 07:31:13
62670-4404,Buzzbean,Germany,Düsseldorf,413.25€,2016-10-14 09:29:41
0615-7679,Flipstorm,Greece,Athens,317.72€,2016-10-14 13:10:22
76454-100,Eimbee,France,Amiens,108.1€,2016-10-14 18:48:12
76335-006,Buzzbean,Germany,Düsseldorf,361.29€,2016-10-14 19:09:57
16714-295,Ntags,Portugal,Lisbon,560.39€,2016-10-14 19:44:29
41163-428,Flipstorm,Greece,Athens,124.24€,2016-10-14 20:09:00
0699-7041,Twitterbeat,France,Annecy,610.86€,2016-10-14 20:28:19
68752-024,Eimbee,France,Amiens,815.97€,2016-10-14 20:34:21
65044-3014,Wordify,United States,New York,$929.32,2016-10-14 21:29:08
44946-1046,Buzzbean,Germany,Düsseldorf,425.89€,2016-10-14 23:20:52
0268-6107,Zoonder,United States,Boston,$528.6,2016-10-15 04:45:53
55700-014,Twitterbeat,France,Annecy,618.16€,2016-10-15 05:51:02
51060-032,Thoughtmix,Portugal,Amadora	,732.14€,2016-10-15 06:01:20
10578-049,Realpoint,Portugal,Lisbon,812.46€,2016-10-15 06:09:23
65044-3014,Zooxo,United Kingdom,London,£752.85,2016-10-15 08:21:21
68233-011,Ntags,Portugal,Lisbon,809.17€,2016-10-15 09:12:13
68084-172,Chatterbridge,Spain,Barcelona,208.81€,2016-10-15 12:44:15
43419-018,Ntags,Portugal,Lisbon,299.91€,2016-10-15 13:02:00
44946-1046,Flipstorm,Greece,Athens,417.27€,2016-10-15 13:04:55
58118-5060,Thoughtmix,Portugal,Amadora	,303.38€,2016-10-15 13:24:09
10267-2529,Ntags,Portugal,Lisbon,458.08€,2016-10-15 19:14:55
76117-001,Lajo,Greece,Thessaloniki,974.79€,2016-10-15 20:32:29
10578-049,Thoughtmix,Portugal,Amadora	,925.99€,2016-10-15 21:29:58
0699-7041,Ntags,Portugal,Lisbon,876.5€,2016-10-15 22:06:24
52125-136,Zooxo,United Kingdom,London,£510.16,2016-10-15 22:37:48
68462-565,Zooxo,United Kingdom,London,£971.17,2016-10-15 23:17:53
0228-2167,Flipstorm,France,Nanterre,1231.93€,2016-10-15 23:55:11
58596-001,Chatterbridge,Spain,Barcelona,465.71€,2016-10-16 02:27:47
10578-049,Teklist,Netherlands,Arnhem,873.13€,2016-10-16 02:29:09
55289-164,Thoughtmix,Portugal,Amadora	,384.31€,2016-10-16 03:37:53
10578-049,Flipstorm,Greece,Athens,597.73€,2016-10-16 04:58:27
50563-113,Shufflebeat,Portugal,Porto,181.62€,2016-10-16 09:17:58
54473-578,Shufflebeat,Portugal,Porto,242.27€,2016-10-16 10:22:57
52959-433,Buzzbean,Germany,Düsseldorf,328.88€,2016-10-16 12:27:31
68462-565,Twitterbeat,France,Annecy,946.88€,2016-10-16 13:47:50
98132-889,Brainsphere,Portugal,Braga,239.11€,2016-10-16 14:19:44
16729-167,Twitterbeat,France,Annecy,226.72€,2016-10-16 15:36:34
51079-947,Shufflebeat,Portugal,Porto,642.8€,2016-10-16 15:40:47
52343-025,Twitterbeat,France,Annecy,950.98€,2016-10-16 16:44:45
62670-4404,Shufflebeat,Portugal,Porto,548.95€,2016-10-16 17:29:16
49349-820,Ntags,Portugal,Lisbon,136.27€,2016-10-16 17:51:59
98132-889,Twitterbeat,France,Annecy,222.48€,2016-10-16 19:23:36
0699-7041,Yozio,Greece,Patras,730.29€,2016-10-16 20:54:10
49349-314,Roodel,Portugal,Aranhas,509.11€,2016-10-16 21:36:37
52959-433,Twitterbeat,France,Annecy,326.47€,2016-10-17 00:03:35
76454-100,Wordify,United States,New York,$143.75,2016-10-17 00:43:23
0268-1604,Twitterbeat,France,Annecy,113.87€,2016-10-17 01:25:07
0615-7679,Thoughtmix,Portugal,Amadora	,450.91€,2016-10-17 01:32:42
52380-1102,Yozio,Greece,Patras,240.93€,2016-10-17 03:10:48
55700-014,Shufflebeat,Portugal,Porto,635.19€,2016-10-17 04:32:02
13537-259,Buzzbean,Germany,Düsseldorf,701.87€,2016-10-17 06:16:00
0228-2167,Thoughtmix,Portugal,Amadora	,880.1€,2016-10-17 06:17:44
98132-889,Shufflebeat,Portugal,Porto,243.73€,2016-10-17 06:36:35
51060-032,Eimbee,France,Amiens,934.22€,2016-10-17 06:46:34
55700-014,Twitterbeat,France,Annecy,638.15€,2016-10-17 07:16:55
55856-0003,Ntags,Portugal,Lisbon,119.13€,2016-10-17 07:58:53
54473-578,Thoughtmix,Portugal,Amadora	,193.2€,2016-10-17 08:31:26
50458-560,Ntags,Portugal,Lisbon,280.53€,2016-10-17 09:00:12
54868-5165,Eimbee,France,Amiens,1720.09€,2016-10-17 11:12:05
37205-992,Ntags,Portugal,Lisbon,839.16€,2016-10-17 11:51:27
0268-1401,Gabcube,Portugal,Almada,839.01€,2016-10-17 13:51:38
0603-6134,Thoughtmix,Portugal,Amadora	,815.9€,2016-10-17 14:17:01
0268-1128,Shufflebeat,Portugal,Porto,1047.38€,2016-10-17 15:22:25
41163-428,Rhycero,France,Arcueil,134.74€,2016-10-17 15:26:02
0603-6134,Buzzbean,Germany,Düsseldorf,810.86€,2016-10-17 18:57:27
24286-1562,Brainsphere,Portugal,Braga,403.89€,2016-10-17 20:25:05
17156-617,Avaveo,France,Nice,793.35€,2016-10-17 23:45:21
54473-578,Thoughtmix,Portugal,Amadora	,181.58€,2016-10-18 00:39:04
0268-1401,Flipstorm,France,Nanterre,1028.66€,2016-10-18 01:16:32
35356-325,Ntags,Portugal,Lisbon,547.26€,2016-10-18 02:07:42
49349-106,Flipstorm,Greece,Athens,690.93€,2016-10-18 02:23:53
16729-167,Thoughtmix,Portugal,Amadora	,330.73€,2016-10-18 02:58:03
0268-6107,Thoughtmix,Portugal,Amadora	,463.86€,2016-10-18 03:37:39
49288-0285,Buzzbean,Germany,Düsseldorf,1507.15€,2016-10-18 04:45:16
51346-145,Chatterbridge,Spain,Barcelona,998.28€,2016-10-18 04:45:28
0268-6107,Buzzbean,Germany,Düsseldorf,494.2€,2016-10-18 04:46:41
10237-832,Zoonder,United States,Boston,$603.03,2016-10-18 04:52:08
36800-952,Twitterbeat,France,Annecy,231.79€,2016-10-18 06:52:37
49738-105,Shufflebeat,Portugal,Porto,552.7€,2016-10-18 08:25:07
16590-177,Shufflebeat,Portugal,Porto,1258.68€,2016-10-18 09:13:28
49967-724,Chatterbridge,Spain,Barcelona,484.82€,2016-10-18 10:40:49
50458-560,Wordify,United States,New York,$373.51,2016-10-18 10:42:42
68752-024,Zooxo,United Kingdom,London,£744.94,2016-10-18 11:08:57
16477-306,Yozio,Greece,Patras,986.51€,2016-10-18 13:01:22
36987-1697,Roodel,Portugal,Aranhas,1317.5€,2016-10-18 13:07:19
49967-724,Chatterbridge,Spain,Barcelona,562.51€,2016-10-18 13:37:29
24286-1562,Thoughtmix,Portugal,Amadora	,481.64€,2016-10-18 14:06:58
21695-267,Zooxo,United Kingdom,London,£400.44,2016-10-18 14:07:41
44946-1046,Riffpath,Greece,Heraklion,365.72€,2016-10-18 14:12:20
10237-832,Twitterbeat,France,Annecy,873.07€,2016-10-18 14:14:40
68462-565,Twitterbeat,France,Annecy,1105.63€,2016-10-18 14:54:21
0603-6134,Shufflebeat,Portugal,Porto,817.39€,2016-10-18 16:20:29
0615-7679,Ntags,Portugal,Lisbon,283.01€,2016-10-18 16:22:39
37205-951,Thoughtmix,Portugal,Amadora	,223.86€,2016-10-18 16:56:09
76117-001,Riffpath,Greece,Heraklion,1113.55€,2016-10-18 17:27:25
67544-356,Thoughtmix,Portugal,Amadora	,1062.43€,2016-10-18 19:18:42
24286-1562,Gabcube,Portugal,Almada,397.15€,2016-10-18 19:26:36
54473-578,Wordify,United States,New York,$217.27,2016-10-18 19:39:27
37205-992,Shufflebeat,Portugal,Porto,574.75€,2016-10-18 19:44:44
98132-889,Zoonder,United States,Boston,$291.67,2016-10-18 21:02:12
51079-947,Chatterbridge,Spain,Barcelona,755.14€,2016-10-18 23:15:59
37205-992,Eimbee,France,Amiens,680.98€,2016-10-18 23:21:15
62670-4404,Twitterbeat,France,Annecy,558.76€,2016-10-18 23:26:08
70253-307,Brainsphere,Portugal,Braga,1022.14€,2016-10-19 01:17:19
58596-001,Ntags,Portugal,Lisbon,454.7€,2016-10-19 01:18:00
24385-268,Voomm,France,Paris,205.82€,2016-10-19 03:24:18
52125-444,Wordify,United States,New York,$306.28,2016-10-19 04:27:20
49288-0285,Ntags,Portugal,Lisbon,631.58€,2016-10-19 07:35:54
50563-113,Shufflebeat,Portugal,Porto,1118.18€,2016-10-19 08:03:33
67046-030,Chatterbridge,Spain,Barcelona,142.13€,2016-10-19 08:34:28
0603-6134,Shufflebeat,Portugal,Porto,731.28€,2016-10-19 08:42:13
61398-0828,Teklist,Netherlands,Arnhem,179.36€,2016-10-19 09:14:26
50563-113,Buzzbean,Germany,Düsseldorf,812.02€,2016-10-19 10:49:10
48951-4042,Chatterbridge,Spain,Barcelona,220.68€,2016-10-19 12:12:35
10267-2529,Buzzbean,Germany,Düsseldorf,362.64€,2016-10-19 17:38:10
10267-2529,Roodel,Portugal,Aranhas,517.51€,2016-10-19 18:24:32
54868-0823,Chatterbridge,Spain,Barcelona,147.75€,2016-10-19 18:59:44
16714-295,Ntags,Portugal,Lisbon,789.81€,2016-10-19 20:30:16
16729-167,Chatterbridge,Spain,Barcelona,379.92€,2016-10-19 21:43:05
62756-707,Yozio,Greece,Patras,319.08€,2016-10-19 21:57:13
68462-565,Buzzbean,Germany,Düsseldorf,635.97€,2016-10-19 22:29:43
49349-820,Ntags,Portugal,Lisbon,592.69€,2016-10-20 00:16:37
0268-6107,Avaveo,France,Nice,504.31€,2016-10-20 02:14:52
60505-2867,Twitterbeat,France,Annecy,148.13€,2016-10-20 04:33:26
36800-952,Zooxo,United Kingdom,London,£195.81,2016-10-20 09:17:40
50458-560,Thoughtmix,Portugal,Amadora	,921.0€,2016-10-20 12:08:08
0699-7041,Twitterbeat,France,Annecy,483.2€,2016-10-20 12:57:19
54092-515,Brainsphere,Portugal,Braga,767.96€,2016-10-20 13:37:50
24385-268,Zooxo,United Kingdom,London,£236.47,2016-10-20 14:27:40
54868-6311,Twitterbeat,France,Annecy,547.03€,2016-10-20 15:12:33
24385-268,Shufflebeat,Portugal,Porto,125.38€,2016-10-20 16:59:49
49520-501,Yozio,Greece,Patras,766.12€,2016-10-20 18:30:07
49349-820,Realpoint,Portugal,Lisbon,473.13€,2016-10-20 22:08:48
68084-172,Thoughtmix,Portugal,Amadora	,819.8€,2016-10-21 01:21:30
55566-2100,Zooxo,United Kingdom,London,£729.98,2016-10-21 02:48:25
61398-0828,Gabcube,Portugal,Almada,570.95€,2016-10-21 03:33:32
16729-167,Teklist,Netherlands,Arnhem,545.85€,2016-10-21 09:37:28
52380-1102,Wordify,United States,New York,$433.42,2016-10-21 11:00:59
13537-259,Buzzbean,Germany,Düsseldorf,777.5€,2016-10-21 13:14:16
